sentence,construction_type,language
Pouvez-vous nous en dire plus ?,Interrogative-Polar-Direct,french
Il y a deux types de terres à bois au Nouveau-Brunswick : les terres de la Couronne et les terres privées.,Existential-CopPred-ThereExpl,french
"S'agissant des Juifs, il accepta d'insérer une question déclarative supplémentaire (11) : « Êtes-vous de race juive ?",Interrogative-Polar-Direct,french
Peut-on parler d'imperfection là où on sent une harmonie ?,Interrogative-Polar-Direct,french
Est-ce que l'environnement social dans lequel elle évolue a un effet défavorable sur elle ?,Interrogative-Polar-Direct,french
Comment expliquer l'encerclement du local d'une organisation politique légale ?,Interrogative-Polar-Direct,french
"Personne ne pouvait prévoir, il y a seulement quelques semaines, que l'immolation par le feu d'un jeune chômeur de Sidi-Bouzid enclencherait un processus comme celui qu'on voit aujourd'hui se développer.",Existential-CopPred-ThereExpl,french
"La séparation de l'Eglise et de l'Etat ayant eu lieu en 1905, aurait-elle eu une influence sur la suite de cette affaire ?",Interrogative-Polar-Direct,french
Pourquoi en serait-il autrement cette fois-ci ?,Interrogative-Polar-Direct,french
Son amour n'a-t-il pas disparu avec sa souffrance ?,Interrogative-Polar-Direct,french
"Cherchant à fuir Kirishima, il se cache dans l'hôpital et lui fait partager ses douloureux souvenirs ?",Interrogative-Polar-Direct,french
« Marges de la ville en marge du politique ?,Interrogative-Polar-Direct,french
Pourquoi avez-vous décidé de « vendre » votre pays aux étrangers ?,Interrogative-Polar-Direct,french
Il y a des plats pour les végétariens et pour ceux qui suivent des régimes spéciaux ainsi que des plats pour les gourmands comme la choucroute !,Existential-CopPred-ThereExpl,french
"Qu'il y ait moins de chômage, plus de croissance, plus de sécurité, plus de pouvoir d'achat (...) Je suis sûr qu'on va y arriver, que l'on est en train de sortir de la crise », a-t-il dit.",Existential-CopPred-ThereExpl,french
"Il y a donc bien une vigile, une agrypnie, de toute la nuit, comme dans les milieux gnostiques du IIe siècle, selon le texte de Clément cité plus haut.",Existential-CopPred-ThereExpl,french
De qui se moque-t-on ?,Interrogative-Polar-Direct,french
"Il y a plus d'un demi-siècle, Nguyễn Quảng Tuân, né le 11 juin 1925, encore élève à l'époque au Lycée du Protectorat (connu sous le nom de Trường Bưởi), a eu ses poèmes publiés dans les journaux tels que Tia sáng (Éclair) et Thời sự Chủ nhật (Actualités du Dimanche).",Existential-CopPred-ThereExpl,french
Quelle œuvre accomplis-tu ?,Interrogative-Polar-Direct,french
Il y a un magasin généraliste.,Existential-CopPred-ThereExpl,french
Il est célèbre pour son témoignage : Suis-je un meurtrier ?,Interrogative-Polar-Direct,french
Comment dresse-t-on un horoscope classique basé sur l'astrologie occidentale ?,Interrogative-Polar-Direct,french
Comment ces caricatures volées sont-elles parvenues jusqu'aux organisateurs ?,Interrogative-Polar-Direct,french
"Aux opposants à la doctrine tewahedo, il demande : « Reconnaissez-vous l'Aboun comme votre chef régulièrement nommé ?",Interrogative-Polar-Direct,french
Suis-je un Noble Voyageur ?,Interrogative-Polar-Direct,french
"Il fait suite à une conférence prononcée à l'université de Californie à Riverside la même année, lors d'un colloque consacré à la pensée de Karl Marx intitulé Whither marxism ?",Interrogative-Polar-Direct,french
"Le rez-de-chaussée est étroit, mais il y a une salle à l'étage !",Existential-CopPred-ThereExpl,french
"Si l'on abandonnait ce modèle, resterait-il autre chose dans le clergé que des fonctionnaires de Dieu ?",Interrogative-Polar-Direct,french
"Une façon plus énergique de se saluer est kwanbu, à quoi on répondra kwamb uk uu, ce qui signifie : Et vous, comment allez-vous ?",Interrogative-Polar-Direct,french
"En effet, les participants n'ont pas envisagé leur travail comme un plan stratégique à suivre étape par étape.",NPN,french
"Combien, d'ailleurs, savaient que ces cavaliers des steppes avaient, en 1241, conquis la Russie, écrasé les armées de Pologne et de Hongrie, le tout en trois ans ?",Interrogative-Polar-Direct,french
Mais comment trouver cet élixir ?,Interrogative-Polar-Direct,french
Comment a-t-elle subi les influences de ses environnements immédiats et lointains ?,Interrogative-Polar-Direct,french
Où en est-on concernant la polémique sur les concerts de « Notre-Dame de Paris » ?,Interrogative-Polar-Direct,french
J'ai adoré l'ambiance qu'il y a dans ce restaurant.,Existential-CopPred-ThereExpl,french
"L'album se couronne avec un dernier vidéoclip-choc, celui de la chanson Avaient-ils prévu ?",Interrogative-Polar-Direct,french
"Les soldats coloniaux l'auront-ils, dans l'ensemble, admiré ?",Interrogative-Polar-Direct,french
Comment être chic et stylé (e) en moins de 5 minutes et sans dépenser beaucoup d'argent ?,Interrogative-Polar-Direct,french
"Il y avait une forte population indienne, notamment les Sioux et les Cheyennes.",Existential-CopPred-ThereExpl,french
"L'année suivante, en 1751, il décrocha le prix sur le sujet : Quelle a été parmi les hommes l'origine de l'Astrologie judiciaire ?",Interrogative-Polar-Direct,french
Pourquoi ne deviendrait-il pas milliardaire en dollars ?,Interrogative-Polar-Direct,french
""" Pourquoi les navires espagnols ne pêchent pas dans les eaux de l'Espagne ?",Interrogative-Polar-Direct,french
"En effet, comment apparaît le premier mutant rentable ?",Interrogative-Polar-Direct,french
Comment est-ce possible ?,Interrogative-Polar-Direct,french
"Il fut en outre le héros de À l'heure zéro (1957) de Hall Bartlett, titre précurseur dont le scénario fut très fidèlement pastiché dans Y a-t-il un pilote dans l'avion ?",Interrogative-Polar-Direct,french
"Mais s'il y a suffisamment de molécules aromatiques dans la partie maltènes, les asphaltènes peuvent alors être floculés.",Existential-CopPred-ThereExpl,french
A qui le tour ?,Interrogative-Polar-Direct,french
"L'étude de la traite des esclaves rencontre les difficultés inhérentes à tout « devoir de mémoire » concernant les « périodes sombres » de l'Histoire : comment, à partir d'éléments mémoriels construire une Histoire mieux fondée, sans sombrer dans le mythe simplificateur, et sans laisser les enjeux politiques empiéter sur un travail d'historiens ?",Interrogative-Polar-Direct,french
Quelles sont les bonnes pratiques quant à l'utilisation du « Social Graph » de Facebook ?,Interrogative-Polar-Direct,french
Comment Jioseppe Campi s'y est-il pris pour donner leur pouvoir à ses toiles ?,Interrogative-Polar-Direct,french
Quelle était cette organisation et comment a-t-elle évolué ?,Interrogative-Polar-Direct,french
Un traité mineur (Massekhet Kouthim) confirme leur acceptation partielle : « quand pourront-ils être reçus dans la communauté juive ?,Interrogative-Polar-Direct,french
Pourquoi le Maroc avait-il rompu ses relations diplomatiques avec l'Iran le 6 mars 2009 ?,Interrogative-Polar-Direct,french
Celui-ci multiplie les allusions horrifiantes et Petit Pont se met à voir dans les propos de l'aubergiste des allusions sanguinaires : serait-il dans un repaire de bandits ?,Interrogative-Polar-Direct,french
"Sinon, qu'aurait pu faire la Belgique, avec la Force Publique du Congo telle qu'elle était en 1939 ?",Interrogative-Polar-Direct,french
"Excepté les contributions déjà nommées il y a eu un travail important concernant la structure interne effectué par : Steve Baker, Jon S.Berndt, Oliver Delise, Christian Mayer, Curt Olson, Tony Peden, Gary R. Van Sickle, Norman Vine, et les autres.",Existential-CopPred-ThereExpl,french
Qu'est-ce qui s'est vraiment passé lors de l'accident avec la Spyker ?,Interrogative-Polar-Direct,french
"Au même moment, comme s'il répondait à l'observation de son grand commandant, Collingwood fait remarquer à son capitaine : « Qu'est ce que Nelson donnerait pour être ici ?",Interrogative-Polar-Direct,french
Depuis son début en 1987 Handford a produit un total de six Où est Charlie ?,Interrogative-Polar-Direct,french
Peut être était-ce un loup ?,Interrogative-Polar-Direct,french
"Et les tensions grandissent entre Jack Sherman et les trois autres membres, ce qui le conduit à quitter le groupe, rendant ainsi sa place à Hillel Slovak, qui lui arrête son aventure avec What Is This ?",Interrogative-Polar-Direct,french
Que se passe-t-il ?,Interrogative-Polar-Direct,french
"Pour l'auteur, au cours des cinq cents dernières années, il y a eu trois changements du pouvoir dans le monde : le premier en faveur de l'Occident durant la Renaissance, le deuxième qui a fait des États-Unis une superpuissance, et le troisième changement qui voit l'émergence de pays tels que l'Inde et la Chine ainsi que des organisations non gouvernementales.",Existential-CopPred-ThereExpl,french
Peut-être Hendrix aurait-il remplacé Bleeding Heart par Come Down Hard On Me (dont la composition est très proche) ?,Interrogative-Polar-Direct,french
"Ici, la question qui se pose à nous est « comment concevoir du divin émané du divin ?",Interrogative-Polar-Direct,french
"Il y a 485 ans, le lieu était encombré de tentes, d'arquebuses et de soldats, car c'était le campement de la troupe de Hernán Cortés qui se préparait à la conquête de Mexico.",Existential-CopPred-ThereExpl,french
Dans quel contexte sont-ils insérés ?,Interrogative-Polar-Direct,french
"La seconde, plus jeune, répondit à la demande de saint Cénéré par une question : « Qui me rendrait ces rayons de miel si je te les donnais ?",Interrogative-Polar-Direct,french
"Que devient alors le duo éthique, fondamentalement asymétrique et inégalitaire (le sujet n'a pas de visage) lors de l'irruption du tiers ?",Interrogative-Polar-Direct,french
Mais cette évolution ne serait-elle pas l'arbre qui cache la forêt ?,Interrogative-Polar-Direct,french
"Le 26 juillet 1914, à Gabarret, Meunier va sortir le grand jeu : sentait-il confusément pourquoi il devait à son public une après-midi inoubliable ?",Interrogative-Polar-Direct,french
-Comment vaincre la peur ?,Interrogative-Polar-Direct,french
"En plus de la conférence prévue dans quelques jours, qu'est-ce vous comptez faire dans un avenir proche ?",Interrogative-Polar-Direct,french
"Le cadre est sympatique, ambiance très bobo, mais pourquoi mettre la musique aussi fort ?",Interrogative-Polar-Direct,french
Pourquoi nous sommes-nous laissés prendre ?,Interrogative-Polar-Direct,french
L'UE entend-elle porter l'affaire devant le Conseil des droits de l'homme des Nations unies ?,Interrogative-Polar-Direct,french
Ran va-t-elle épousé le docteur ?,Interrogative-Polar-Direct,french
"L'économie s'est développée autour des activités publiques et militaires (il y a deux bases importantes à proximité), du pétrole et du tourisme en période estivale.",Existential-CopPred-ThereExpl,french
Est-ce un accident ?,Interrogative-Polar-Direct,french
"D'où viennent-ils, quel est leur itinéraire et où écoulent-ils leurs produits ?",Interrogative-Polar-Direct,french
"Le cadre est super, il y a beaucoup d'activités et de chose à voir aux alentours.",Existential-CopPred-ThereExpl,french
"Il y a eu des essais en Europe également, mais la plupart des charbons européens sont assez pauvres en méthane.",Existential-CopPred-ThereExpl,french
La vision à double standard continuera-t-elle à s'appliquer pour privilégier la primauté des intérêts sur le droit international ?,Interrogative-Polar-Direct,french
La question que nous devons nous poser ici est : comment se fait-il que les Sephiroth soient androgynes alors que certaines sont appelées mâles et d'autres femelles ?,Interrogative-Polar-Direct,french
Et pourquoi gardent-ils le silence sur toutes les saloperies vécues dans les territoires occupés ?,Interrogative-Polar-Direct,french
"À partir du même procédé de fabrication, il y a, comme pour les céramiques usuelles, de substantielles déviations par rapport aux valeurs indiquées.",Existential-CopPred-ThereExpl,french
Cette boutique est un vrai régal car on a envie de tout acheter tellement il y a de choix et la qualité est au rendez vous.,Existential-CopPred-ThereExpl,french
Pourquoi revendre son entreprise il y a 6 ans et aujourd'hui en recréer une autre pour la conccurencer ?,Interrogative-Polar-Direct,french
Pourquoi revendre son entreprise il y a 6 ans et aujourd'hui en recréer une autre pour la conccurencer ?,Existential-CopPred-ThereExpl,french
"("" Les Temps messianiques ?",Interrogative-Polar-Direct,french
"Par contre le midi, vu le succès du resto et la salle non insonorisée, il y a pas mal de bruit.",Existential-CopPred-ThereExpl,french
Pour le retour il y a quatre TIS partant de l'autogare du Mans,Existential-CopPred-ThereExpl,french
"""Il y a déjà beaucoup à apprendre et à faire avec ce dont nous disposons actuellement au niveau moteur, système électronique et batterie"" assure Julien Schell.",Existential-CopPred-ThereExpl,french
Qui en est responsable ?,Interrogative-Polar-Direct,french
"Pour rassurer l'agent français, le Pacha envoya un homme avec ce message : "" Combien de mains exiges-tu qu'on t'apporte sur un plat ?",Interrogative-Polar-Direct,french
"Il a aussi beaucoup travaillé en Allemagne, il y a réalisé par exemple le nouvel hôtel de ville de Mayence, l'entrée du Hannover Concert Hall et le pavillon administratif de la centrale électrique d'Hambourg.",Existential-CopPred-ThereExpl,french
Et avec pour seuls témoignages des souvenirs épars inscrits de façon inexplicable dans le corps d'une antique lampe à pétrole ?,Interrogative-Polar-Direct,french
"Pour y avoir fait mon cours il y a quelques années, je peux dire que la qualité de l'enseignement que j'y ai reçu a été d'un grand professionnalisme et m'a permis d'acquérir les compétences nécessaires pour obtenir un emploi rapidement et une carrière remplie d'opportunités des plus enrichissantes.",Existential-CopPred-ThereExpl,french
Maîtrise divine sur le chaos ?,Interrogative-Polar-Direct,french
(Est-il raisonnable d'avoir la religion ?,Interrogative-Polar-Direct,french
"N'oublions pas la prophétie formulée il y a de cela 40 ans par quelqu'un de très informé, Zbigniew Brzezinski.",Existential-CopPred-ThereExpl,french
"Comment un animal fait-il pour savoir qu'il doit, pour se reproduire, s'accoupler avec un partenaire de la même espèce ?",Interrogative-Polar-Direct,french
Théo dans Un père pour quoi faire ?,Interrogative-Polar-Direct,french
Il participe aussi au Tome I de Quelle Wallonie ?,Interrogative-Polar-Direct,french
comment peut-on lui laisser encore 2 étoiles ?,Interrogative-Polar-Direct,french
Et le ghetto ?,Interrogative-Polar-Direct,french
Pourquoi vous êtes-vous lancé dans cette aventure ?,Interrogative-Polar-Direct,french
Quel est ce rêve ?,Interrogative-Polar-Direct,french
"Parmi ceux qui ont été libérés hier il y a des célèbres cheikhs islamistes, comme Mohamed Fizazi et Abdelkrim Chadli, qui avaient été accusés d'encourager et promouvoir le terrorisme avec leurs prédicats.",Existential-CopPred-ThereExpl,french
"Et l'Allemagne aurait-elle envahi la Belgique pour imposer sa main-mise sur le Congo en vertu d'un traité léonin, alors que l'armée belge était encore plus faible qu'elle le serait en 1940 ?",Interrogative-Polar-Direct,french
Est-ce pour hâter l'attaque américaine contre l'Iran ?,Interrogative-Polar-Direct,french
"« À quoi peut aboutir, ad-mi-nis-tra-ti-ve-ment, la grande misère des fous criminels ?",Interrogative-Polar-Direct,french
"En 2010, il a créé avec les éditions Le Pommier la collection Philosopher ?",Interrogative-Polar-Direct,french
Il interprète Frédéric Joliot-Curie dans le film Paris brûle-t-il ?,Interrogative-Polar-Direct,french
Pourquoi se gêner ?,Interrogative-Polar-Direct,french
"""Nous pensons que s'il y a nécessité de recapitaliser (les banques) au-delà de ce qui a été déjà identifié après les tests de résistance de juillet, il faut le faire de manière coordonnée"", a dit le porte-parole.",Existential-CopPred-ThereExpl,french
"Le sous-titre, tiré du site Internet : « Une BD à propos des nudistes ?",Interrogative-Polar-Direct,french
"Ce dernier est franc-maçon, non pour les croyances mais pour saper l'esprit monarchique, le narrateur lui demande pourquoi les chefs des maisons régnantes d'Europe sont ils Francs-maçons ?",Interrogative-Polar-Direct,french
Il y avait à Ringendorf une synagogue qui a été détruite à la fin du XXe siècle.,Existential-CopPred-ThereExpl,french
L'ensemble présente une allure réellement dynamique sans qu'il y ait eu besoin de l'affubler des damiers ou du capot noir mat en vogue au début des années 1970.,Existential-CopPred-ThereExpl,french
"La Bourse de Paris s'oriente vers une deuxième séance de consolidation un an jour pour jour après avoir touché un plus bas de douze ans, au plus fort de la crise financière.",NPN,french
Pourquoi devais-je sanctifier Son Nom ?,Interrogative-Polar-Direct,french
Et un marchand de passage de demander à Zidor : Au juste quèque tu nous fais manger là ?,Interrogative-Polar-Direct,french
Quel pouvoir sur les âmes Hussey exerce-t-elle encore ?,Interrogative-Polar-Direct,french
Michel Cahen écrit : «... mais le nom définit-il la personne ?,Interrogative-Polar-Direct,french
"« Nous devons encore beaucoup enquêter sur les motivations du suspect, mais nous savons qu'il y a des preuves considérables qu'il visait spécifiquement la représentante », avait expliqué à MSNBC Clarence Dupnik, sheriff du Comté de Pima.",Existential-CopPred-ThereExpl,french
""" Monsieur le Vice-Président, vous souvenez-vous du temps où nous étions les petits nouveaux dans la ville ?",Interrogative-Polar-Direct,french
l'épidémie de peste est-elle celle dont parle l'Apocalypse ?,Interrogative-Polar-Direct,french
Comment on pourrait perfectionner la qualité et augmenter la qualité des laines en France ?,Interrogative-Polar-Direct,french
Les patrons sont des personnes très sympas et c'est l'endroit idéal pour passer quelques jours en famille ou en couple ou même avec un groupe d'amis (il y a plus de 30 chambres).,Existential-CopPred-ThereExpl,french
Quelles sont ses vraies intentions ?,Interrogative-Polar-Direct,french
Par quelle méthode juger de la valeur de cette dernière phrase ?,Interrogative-Polar-Direct,french
"S'il y a toujours égalité au terme de cette prolongation, une séance de tirs au but est réalisée.",Existential-CopPred-ThereExpl,french
Pourquoi faudrait-il sauver la zone Euro ?,Interrogative-Polar-Direct,french
Elle est située dans la région historique du Fouladou ?,Interrogative-Polar-Direct,french
"Selon certains experts, il est cependant possible que cette pollution ait été causée par un séisme survenu il y a quelques temps au large de la côte danoise.",Existential-CopPred-ThereExpl,french
"Lorsqu'il y a deux axes, ils peuvent être perpendiculaires si aucune orientation de vent dominant n'est marquée, de manière à toujours trouver une orientation favorable à peu près face au vent.",Existential-CopPred-ThereExpl,french
"Il ne se contente pas de remettre en cause et de dénoncer, comme cela devrait être, le mode de gouvernance du pays, il appelle Tarzan à son secours, en lui faisant part de ses regrets : « Fallait-il décoloniser ?",Interrogative-Polar-Direct,french
"Et dans tout ça, qu'est-ce qu'on fait pour Berthe ?",Interrogative-Polar-Direct,french
Il prépare l'ouvrage Comment monter votre pièce de théâtre ?,Interrogative-Polar-Direct,french
"Edwin Ávila est originaire de Cali où il a commencé le ciclisme, il y a six ans.",Existential-CopPred-ThereExpl,french
OÙ SONT LES NATIONS UNIES ?,Interrogative-Polar-Direct,french
Mais le lecteur a-t-il la perception de leur importance ?,Interrogative-Polar-Direct,french
"Cette mentalité, développée par Monseigneur Jean Margéot dans sa lettre pastorale de 1990 sous le titre Rodrigues, quel développement ?",Interrogative-Polar-Direct,french
"Il est aussi l'auteur de la série Nino et Rébecca, et de ""Késaco"" ?",Interrogative-Polar-Direct,french
"Cet épisode est chanté par Julos Beaucarne dans son poème Lettre à Kissinger, par Los de Nadau dans Auròst tà Victor Jara et par Michel Bühler dans Chanson pour Victor Jara, ainsi que Pierre Chêne dans Qui donc était cet homme ?",Interrogative-Polar-Direct,french
"Mais dans le même temps, ne nourrit-il pas le secret désir d'y revenir ?",Interrogative-Polar-Direct,french
Il y a ceux qui se lamentent sur leur sort et ceux qui bossent.,Existential-CopPred-ThereExpl,french
Car quelle est sa substance et sa fonction ?,Interrogative-Polar-Direct,french
"Propriétaire d'une société dans le quartier, j'ai de temps en temps à loger des clients.",NPN,french
"Le 8 Août à Raw, Triple H annonce également qu'il arbitrera lui-même ce match pour qu'il y ait selon lui, aucune faute ou triche.",Existential-CopPred-ThereExpl,french
Quelle peut être la taille des blocs de Jordan des matrices nilpotentes qui commutent avec la matrice donnée A ?,Interrogative-Polar-Direct,french
Quel socialisme ?,Interrogative-Polar-Direct,french
"Il remporte avec l'Irlande le tournoi et le Grand Chelem qu'elle n'a obtenu qu'une seule fois en 1948, il y a soixante-et-un ans.",Existential-CopPred-ThereExpl,french
Que demander de plus ?,Interrogative-Polar-Direct,french
il y a trop de monde dans la piscine.,Existential-CopPred-ThereExpl,french
Qui a bâti la grande pyramide ?,Interrogative-Polar-Direct,french
Vit-elle la situation générale d'après 1945 de façon à ce qu'elle puisse revenir à la raison ?,Interrogative-Polar-Direct,french
"Lorsque l'on est mue par la haine et la soif de vengeance, jusqu'où peut on aller avant de perdre son Humanité ?",Interrogative-Polar-Direct,french
Quel mal y avait-il à cela ?,Interrogative-Polar-Direct,french
"Il y a des individus particuliers, les Pierre et les Paul.",Existential-CopPred-ThereExpl,french
Nous avions déjà souper dans cet établissement il y a quelques mois (5 personnes).,Existential-CopPred-ThereExpl,french
Dommage car le cadre est agréable même s'il y a encore un effort à faire du point de vue acoustique.,Existential-CopPred-ThereExpl,french
"Il y apporte une solution à un des grands problèmes de la théorie de l'évolution (de Charles Darwin) : pourquoi existe-t-il des comportements altruistes chez les primates, alors que de tels comportements sont « coûteux » et souvent dangereux pour leurs acteurs ?",Interrogative-Polar-Direct,french
"Il y a un an, tous les yeux étaient tournés vers Copenhague, censée être la conférence de la dernière chance, pour définir une stratégie internationale de lutte contre le changement climatique.",Existential-CopPred-ThereExpl,french
L'art de masse vise-t-il à endormir les consciences ?,Interrogative-Polar-Direct,french
Lesquelles suggérez-vous ?,Interrogative-Polar-Direct,french
Quelle mesure devrait s'imposer en priorité pour réformer les retraites ?,Interrogative-Polar-Direct,french
Il y avait différentes causes parmi lesquelles la puanteur de la Senne et le danger de contamination.,Existential-CopPred-ThereExpl,french
"Le restau était vide, je suppose qu'il y a plus de clients le soir.",Existential-CopPred-ThereExpl,french
Qui détient les dettes de l'Europe ?,Interrogative-Polar-Direct,french
"De temps en temps ils font des démos privées en magasin, il faut s'inscrire sur le site, je suis pas encore allée mais ça a l'air génial !",NPN,french
"Peut-être même faut-il faire un pas de plus : ne peut-on pas s'attendre à ce que, après un moment d'éblouissement et d'émerveillement, les cultures affectées réagissent en retrouvant leur vitalité et leurs spécificités ?",Interrogative-Polar-Direct,french
Auto-entrepreneur : est-ce que c'est intéressant ?,Interrogative-Polar-Direct,french
"Une centaine de ses illustrations ont paru en un recueil en septembre 2002, aux Éditions de l'Atalante, sous le titre Après-demain ?",Interrogative-Polar-Direct,french
"C'est étrange, non ?",Interrogative-Polar-Direct,french
"Faisons une remarque préalable : le terme de ""projection de Mercator"" pourrait laisser entendre qu'il y a une droite joignant un point du géoïde au point correspondant du cylindre qui l'enroule.",Existential-CopPred-ThereExpl,french
[...] À quoi servent donc les richesses ?,Interrogative-Polar-Direct,french
Mais pourquoi tu ne m'as pas appelé dès le début ?,Interrogative-Polar-Direct,french
"D'après un mécanicien spécialiste de la marque de ce véhicule, il y aurait un doute sérieux sur le kilométrage déclaré lors de la vente.",Existential-CopPred-ThereExpl,french
"Pour ma part, j'avais envie de lui dire : qui interdit aux étudiants l'accès à la cité ?",Interrogative-Polar-Direct,french
"Il a également publié plusieurs ouvrages dont Organizational Learning and Competitive Advantage (1996), avec Amy Edmondson, professeur à la Harvard Business School, Gouvernement d'entreprise : Débats théoriques et pratiques (2001), avec Karine Le Joly, Corporate and Organizational Identities (2002), avec Guillaume Soenen ainsi que Peut-on former les dirigeants ?",Interrogative-Polar-Direct,french
"Elle sous-entend au contraire un dynamisme, un changement et à ce titre l'analogie avec une roue qui tourne (N.B : sur quel axe ?",Interrogative-Polar-Direct,french
"Il y a six ans que je répète : ""La guerre de 70 est terminée"".",Existential-CopPred-ThereExpl,french
Que reste-t-il de tout cela ?,Interrogative-Polar-Direct,french
Le village de Castelnavet est situé sur le point le plus haut de la région ?,Interrogative-Polar-Direct,french
"Comment expliquer l'interdiction du string à Paris-Plage, cet été ?",Interrogative-Polar-Direct,french
"Claire sait bien que Marie--souvent absente--a un petit copain, mais comment pourrait-elle se douter qu'il s'agit de cet Anton Lopakine pour qui elle a éprouvé d'emblée méfiance et antipathie ?",Interrogative-Polar-Direct,french
Ce Répertoire avait vocation de répondre à deux questions : Qu'a-t-on écrit sur un sujet ?,Interrogative-Polar-Direct,french
"Que signifie le mot ""valeur"" utilisé dans la Lettre de 2007 ?",Interrogative-Polar-Direct,french
"Dans ce cas, l'Angleterre aurait-elle dénoncé la garantie donnée à la Belgique en 1936 de la défendre pour pouvoir, au contraire, l'attaquer de concert avec l'Allemagne dans le but d'imposer un traité en infraction avec le droit international ?",Interrogative-Polar-Direct,french
Comment parler des livres que l'on n'a pas lus ?,Interrogative-Polar-Direct,french
Est-ce que les Congolais ont moins de besoins ?,Interrogative-Polar-Direct,french
"En effet, pour eux, il y a une réelle logique : pourquoi payer alors que tout est en libre accès ?",Interrogative-Polar-Direct,french
"En effet, pour eux, il y a une réelle logique : pourquoi payer alors que tout est en libre accès ?",Existential-CopPred-ThereExpl,french
"L'homme de ma vie, c'est moi qui l'appelle ainsi, me portait sur ses épaules pour que sa petite louve crie encore plus fort que tous les loups... je hurlais « liberté pourquoi m'as-tu abandonnée ?",Interrogative-Polar-Direct,french
Sera t-il question du retour de Tiger Woods à la compétition ?,Interrogative-Polar-Direct,french
"Téléphone de la génération SMS, il y a peu à redire sur cette fonction, mais des bugs mineur sont tout de même bien présent.",Existential-CopPred-ThereExpl,french
Qui a tué le rouge-gorge ?,Interrogative-Polar-Direct,french
Cette prière silencieuse est-elle faite pour tout le monde ?,Interrogative-Polar-Direct,french
"K. Melua participe au concert de bienfaisance Band Aid 20 en novembre 2004, au cours duquel elle rejoint un chœur de pop-stars britanniques et irlandaises pour une reprise de Do They Know It's Christmas ?",Interrogative-Polar-Direct,french
"Les pays qui ont droit au véto au sein du Conseil de sécurité des Nations-Unis semblent disposés à ne pas exiger qu'il y ait contrôle des Droits de l'Homme dans le territoire, tout comme l'ont demandé certains pays comme L'Afrique du Sud, La Russie, Le Nigéria ou le Brésil et des organisations internationales telles que Amnistie internationale ou Human Right Watch.",Existential-CopPred-ThereExpl,french
D'où provient la motivation d'un animal à copuler ?,Interrogative-Polar-Direct,french
"Toutes les chansons sont de David Bowie et Reeves Gabrels, sauf What's Really Happening ?",Interrogative-Polar-Direct,french
Plus rien ?,Interrogative-Polar-Direct,french
"Le nombre de matches et donc de clubs n'est pas fixe, ainsi en 2004-2005 il y a eu quatre matches alors qu'en 2005-2006 il n'y en aura qu'un seul.",Existential-CopPred-ThereExpl,french
Peut-on dire que le conflit s'enlise après ce discours de circonstance du souverain marocain à son peuple où il met un terme décisif à tout effort politique pour le règlement définitif de ce conflit qui perdure depuis 35 ans ?,Interrogative-Polar-Direct,french
"À chaque fois, je pensais Wow, à quoi va ressembler la prochaine ?",Interrogative-Polar-Direct,french
"« La Cour internationale de Justice, juge constitutionnel ?",Interrogative-Polar-Direct,french
"Elle est également connue pour sa participation à trois films de Stanley Kramer, dont Devine qui vient dîner ?",Interrogative-Polar-Direct,french
Soutenir Sarkozy en 2012 ?,Interrogative-Polar-Direct,french
"Stéphanie Nicot et Eric Vial se posent la question de savoir « si l'uchronie peut faire l'économie de l'événement fondateur, et du récit--même succinct--de ce qui a mené d'une trame historique auparavant semblable à la nôtre à un monde différent de celui que nous connaissons ?",Interrogative-Polar-Direct,french
» et Secombe de répondre : « De quelle couleur ?,Interrogative-Polar-Direct,french
Que préconise l'association Abbé Pierre dans le but d'aider les plus modestes ?,Interrogative-Polar-Direct,french
"Aujourd'hui encore, alors que l'essentiel des échanges interrégionaux se fait par voie maritime, que serait la puissance américaine amputée de l'apport de l'US Navy ?",Interrogative-Polar-Direct,french
"S'il se fût contenté d'attaquer les abus, qui oserait le blâmer maintenant ?",Interrogative-Polar-Direct,french
"À Auschwitz il y a cinq crématoires appelés K I, K II, K III, K IV et K V (K I à Auschwitz I, les autres à Auschwitz II c'est-à-dire Birkenau).",Existential-CopPred-ThereExpl,french
"Cette méthode est d'une grande force persuasive : les allégations faites à son encontre, qu'elles soient véridiques ou fausses, lui servent de prémisses à l'écriture de Recuerdos, en ce sens qu'elles le mettent en situation, s'il y a lieu, d'objecter et de tendre, en rectifiant ces informations, vers un exposé autobiographique vrai.",Existential-CopPred-ThereExpl,french
Il y a pourtant de nombreuses raisons de s'inquiéter.,Existential-CopPred-ThereExpl,french
""" Au delà du conflit politique, il y a une urgence humanitaire, et quelqu'un devrait intervenir pour mettre fin à ce qui se passe ;",Existential-CopPred-ThereExpl,french
"Comme la cytotoxicité de la prodrogue est faible avant cette activation, il y a un risque nettement moindre d'""attaquer"" les cellules en bonne santé ce qui réduit les effets secondaires associés à ces agents chimiothérapeutiques.",Existential-CopPred-ThereExpl,french
"Il y a un marché de fermier, où la majorité de la population achète sa nourriture, et plusieurs petites épiceries privées.",Existential-CopPred-ThereExpl,french
Est-ce que sa loyauté sera récompensée ?,Interrogative-Polar-Direct,french
"Entre 1667 et 1710, pour 2 Picards et 1 Comtois, il y a à Garrebourg 2 Alsaciens, 4 Suisses, 3 Souabes, 1 Bavarois et 4 Tiroliens.",Existential-CopPred-ThereExpl,french
